start,end,node,lmp,mlc,mcc
2024-02-09 01:15:00-05:00,2024-02-09 01:20:00-05:00,MICHIGAN.HUB,11.46,0.29,-0.7
2024-02-09 01:15:00-05:00,2024-02-09 01:20:00-05:00,MINN.HUB,16.31,-0.46,4.9
2024-02-09 01:15:00-05:00,2024-02-09 01:20:00-05:00,MS.HUB,11.63,0.08,-0.32
2024-02-09 01:15:00-05:00,2024-02-09 01:20:00-05:00,TEXAS.HUB,11.83,0.29,-0.33
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,ARKANSAS.HUB,11.49,-0.19,2.04
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,ILLINOIS.HUB,9.28,-0.32,-0.04
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,INDIANA.HUB,9.97,0.35,-0.02
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,LOUISIANA.HUB,11.8,0.3,1.86
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,MICHIGAN.HUB,9.53,0.23,-0.34
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,MINN.HUB,7.18,-0.42,-2.04
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,MS.HUB,11.54,0.09,1.81
2024-02-09 01:20:00-05:00,2024-02-09 01:25:00-05:00,TEXAS.HUB,11.89,0.26,1.99
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,ARKANSAS.HUB,11.63,-0.22,-0.34
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,ILLINOIS.HUB,11.18,-0.42,-0.59
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,INDIANA.HUB,12.16,0.42,-0.45
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,LOUISIANA.HUB,12.26,0.41,-0.34
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,MICHIGAN.HUB,11.72,0.24,-0.71
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,MINN.HUB,16.76,-0.49,5.06
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,MS.HUB,11.99,0.14,-0.34
2024-02-09 01:25:00-05:00,2024-02-09 01:30:00-05:00,TEXAS.HUB,12.18,0.34,-0.35
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,ARKANSAS.HUB,11.3,-0.23,0.05
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,ILLINOIS.HUB,10.64,-0.37,-0.47
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,INDIANA.HUB,11.5,0.39,-0.37
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,LOUISIANA.HUB,11.86,0.36,0.02
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,MICHIGAN.HUB,11.07,0.22,-0.63
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,MINN.HUB,14.86,-0.43,3.81
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,MS.HUB,11.6,0.1,0.02
2024-02-09 01:30:00-05:00,2024-02-09 01:35:00-05:00,TEXAS.HUB,11.84,0.32,0.04
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,ARKANSAS.HUB,11.26,-0.23,0.81
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,ILLINOIS.HUB,10.05,-0.33,-0.3
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,INDIANA.HUB,10.81,0.37,-0.24
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,LOUISIANA.HUB,11.72,0.32,0.72
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,MICHIGAN.HUB,10.38,0.22,-0.52
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,MINN.HUB,11.86,-0.4,1.58
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,MS.HUB,11.46,0.08,0.7
2024-02-09 01:35:00-05:00,2024-02-09 01:40:00-05:00,TEXAS.HUB,11.73,0.27,0.78
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,ARKANSAS.HUB,11.46,-0.21,0.88
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,ILLINOIS.HUB,10.18,-0.34,-0.27
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,INDIANA.HUB,10.93,0.36,-0.22
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,LOUISIANA.HUB,11.91,0.34,0.78
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,MICHIGAN.HUB,10.48,0.21,-0.52
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,MINN.HUB,11.75,-0.44,1.4
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,MS.HUB,11.65,0.1,0.76
2024-02-09 01:40:00-05:00,2024-02-09 01:45:00-05:00,TEXAS.HUB,11.94,0.3,0.85
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,ARKANSAS.HUB,11.25,-0.24,0.0
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,ILLINOIS.HUB,10.69,-0.33,-0.47
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,INDIANA.HUB,11.51,0.38,-0.36
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,LOUISIANA.HUB,11.79,0.33,-0.03
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,MICHIGAN.HUB,11.07,0.22,-0.64
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,MINN.HUB,14.98,-0.45,3.94
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,MS.HUB,11.55,0.09,-0.03
2024-02-09 01:45:00-05:00,2024-02-09 01:50:00-05:00,TEXAS.HUB,11.73,0.25,-0.01
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,ARKANSAS.HUB,11.04,-0.27,-0.08
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,ILLINOIS.HUB,10.83,-0.3,-0.26
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,INDIANA.HUB,11.6,0.4,-0.19
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,LOUISIANA.HUB,11.61,0.31,-0.09
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,MICHIGAN.HUB,11.16,0.24,-0.47
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,MINN.HUB,14.44,-0.44,3.49
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,MS.HUB,11.39,0.08,-0.08
2024-02-09 01:50:00-05:00,2024-02-09 01:55:00-05:00,TEXAS.HUB,11.52,0.23,-0.1
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,ARKANSAS.HUB,11.1,-0.26,0.09
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,ILLINOIS.HUB,10.95,-0.29,-0.03
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,INDIANA.HUB,11.66,0.39,0.0
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,LOUISIANA.HUB,11.68,0.32,0.09
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,MICHIGAN.HUB,11.23,0.24,-0.28
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,MINN.HUB,13.35,-0.41,2.49
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,MS.HUB,11.44,0.07,0.1
2024-02-09 01:55:00-05:00,2024-02-09 02:00:00-05:00,TEXAS.HUB,11.6,0.25,0.08
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,ARKANSAS.HUB,11.0,-0.23,0.38
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,ILLINOIS.HUB,10.91,-0.29,0.35
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,INDIANA.HUB,11.54,0.38,0.31
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,LOUISIANA.HUB,11.56,0.33,0.38
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,MICHIGAN.HUB,11.07,0.22,0.0
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,MINN.HUB,11.29,-0.4,0.84
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,MS.HUB,11.34,0.1,0.39
2024-02-09 02:00:00-05:00,2024-02-09 02:05:00-05:00,TEXAS.HUB,11.47,0.25,0.37
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,ARKANSAS.HUB,11.03,-0.24,0.36
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,ILLINOIS.HUB,10.98,-0.29,0.36
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,INDIANA.HUB,11.57,0.35,0.31
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,LOUISIANA.HUB,11.57,0.3,0.36
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,MICHIGAN.HUB,11.1,0.19,0.0
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,MINN.HUB,11.44,-0.39,0.92
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,MS.HUB,11.35,0.07,0.37
2024-02-09 02:05:00-05:00,2024-02-09 02:10:00-05:00,TEXAS.HUB,11.5,0.24,0.35
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,ARKANSAS.HUB,11.19,-0.24,-0.07
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,ILLINOIS.HUB,10.99,-0.31,-0.2
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,INDIANA.HUB,11.71,0.36,-0.15
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,LOUISIANA.HUB,11.77,0.34,-0.07
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,MICHIGAN.HUB,11.25,0.19,-0.44
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,MINN.HUB,14.43,-0.44,3.37
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,MS.HUB,11.53,0.09,-0.06
2024-02-09 02:10:00-05:00,2024-02-09 02:15:00-05:00,TEXAS.HUB,11.72,0.3,-0.08
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,ARKANSAS.HUB,10.8,-0.24,0.37
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,ILLINOIS.HUB,10.75,-0.26,0.34
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,INDIANA.HUB,11.32,0.35,0.3
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,LOUISIANA.HUB,11.34,0.3,0.37
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,MICHIGAN.HUB,10.84,0.17,0.0
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,MINN.HUB,11.1,-0.41,0.84
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,MS.HUB,11.13,0.08,0.38
2024-02-09 02:15:00-05:00,2024-02-09 02:20:00-05:00,TEXAS.HUB,11.29,0.27,0.35
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,ARKANSAS.HUB,11.01,-0.25,0.16
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,ILLINOIS.HUB,10.9,-0.27,0.07
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,INDIANA.HUB,11.55,0.37,0.08
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,LOUISIANA.HUB,11.59,0.33,0.16
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,MICHIGAN.HUB,11.08,0.18,-0.2
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,MINN.HUB,12.72,-0.43,2.05
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,MS.HUB,11.36,0.09,0.17
2024-02-09 02:20:00-05:00,2024-02-09 02:25:00-05:00,TEXAS.HUB,11.51,0.26,0.15
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,ARKANSAS.HUB,10.3,-0.25,-0.2
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,ILLINOIS.HUB,10.07,-0.27,-0.41
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,INDIANA.HUB,10.75,0.33,-0.33
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,LOUISIANA.HUB,10.84,0.29,-0.2
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,MICHIGAN.HUB,10.27,0.14,-0.62
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,MINN.HUB,14.61,-0.37,4.23
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,MS.HUB,10.62,0.07,-0.2
2024-02-09 02:25:00-05:00,2024-02-09 02:30:00-05:00,TEXAS.HUB,10.79,0.25,-0.21
2024-02-09 02:30:00-05:00,2024-02-09 02:35:00-05:00,ARKANSAS.HUB,10.84,-0.24,-0.11
2024-02-09 02:30:00-05:00,2024-02-09 02:35:00-05:00,ILLINOIS.HUB,10.65,-0.24,-0.3
2024-02-09 02:30:00-05:00,2024-02-09 02:35:00-05:00,INDIANA.HUB,11.31,0.35,-0.23
